,h3id_9,y - y_estimated
0,8928309802fffff,1.1082593446151696
1,89283098e4bffff,-7.215820088663546
2,89283099d9bffff,1.040514252859202
3,89283099dd3ffff,0.6389986892278108
4,89283099cafffff,-2.9173152032911656
5,89283098337ffff,0.9530651280881757
6,89283098107ffff,-11.611093021199483
7,8928309810fffff,22.88195981705044
8,89283099c87ffff,-4.429122423864818
9,8928309833bffff,-2.6637840660668495
10,89283098397ffff,-2.4924251906115877
11,89283099d93ffff,0.5960017570333203
12,892830983bbffff,-0.4973467906490101
13,89283098117ffff,4.560482769541121
14,89283098ed3ffff,4.307106113773049
15,89283099dbbffff,4.2818886175374375
16,89283099d87ffff,-3.3085704607116244
17,89283099db3ffff,7.84737443921537
18,8928309816bffff,0.3434890729034379
19,89283098317ffff,1.107050155944627
20,89283098393ffff,3.095175970581613
21,89283099c03ffff,-12.04997655008059
22,89283098143ffff,1.8949325611361703
23,8928309816fffff,4.481558805960604
24,89283098327ffff,-3.2125846853326196
25,89283098347ffff,-0.7012032491875653
26,892830983abffff,-0.25313973540533174
27,89283098e13ffff,3.8149052162151715
28,892830981cbffff,1.835605820049361
29,89283099d73ffff,2.2617118861266894
30,89283099dc7ffff,-3.5392961312890887
31,89283098383ffff,-0.8746632318112937
32,8928309832bffff,0.6616750161886582
33,8928309815bffff,-0.2584111330463772
34,8928309836fffff,-2.7475747162313513
35,89283099d8fffff,-1.0186361800680208
36,89283098147ffff,-2.310500145096773
37,89283099d8bffff,-1.1431490711180636
38,8928309812bffff,-25.221760768872727
39,8928309832fffff,-1.5447753760656981
40,89283099d0bffff,-1.3029979069027968
41,89283098237ffff,-0.36890216704432
42,892830983b3ffff,-4.223153701929166
43,892830981d7ffff,4.74773990595639
44,892830981c3ffff,-11.857706334417337
45,8928309837bffff,-1.586013737879835
46,89283099c83ffff,-9.225920635625371
47,89283099d17ffff,2.6029211471976286
48,89283099c93ffff,4.596780946782005
49,89283098173ffff,2.7114049417393256
50,89283098313ffff,4.101121447536421
51,89283099c2fffff,-1.0848655320078437
52,89283099d1bffff,-4.204194984272753
53,89283098563ffff,2.124058835276741
54,8928309810bffff,64.07246238040273
55,892830981d3ffff,-3.8282297369927556
56,89283099d97ffff,-2.971172021477151
57,892830981c7ffff,5.316800362708714
58,8928309822bffff,-3.398924028999452
59,89283098ed7ffff,9.07350462571385
60,89283099c8fffff,12.377603952761985
61,89283098303ffff,-0.9688386598667669
62,8928309813bffff,5.1223235951976775
63,89283098177ffff,-2.037889038425277
64,89283098e8bffff,5.27151038050307
65,892830983cbffff,-2.7516793523011236
66,89283098367ffff,-0.8189750250263712
67,8928309830fffff,-0.9571169312103049
68,89283099d4bffff,1.8283198868702186
69,89283099d7bffff,7.183020898391491
70,89283098153ffff,0.7006822284751095
71,892830983c7ffff,-1.3864563179513172
72,8928309834fffff,-3.6818900900200755
73,89283098ec3ffff,3.3130448396858303
74,892830981dbffff,17.04756883105462
75,89283098307ffff,0.564102100324769
76,892830983d7ffff,-0.7702447267271735
77,89283098323ffff,-0.30288838698868936
78,8928309856fffff,-4.196178841849406
79,89283099c13ffff,26.88698551336244
80,89283098567ffff,4.463747245238143
81,8928309838bffff,-0.996475264496052
82,89283098167ffff,-1.686650096331995
83,8928309831bffff,-2.1059956505065505
84,89283099d03ffff,5.180270633139527
85,89283099d4fffff,15.073956651787299
86,8928309811bffff,-66.52652373186307
87,89283098387ffff,1.3325886409913181
88,89283099dc3ffff,-1.9246556507422206
89,89283099dd7ffff,-0.28474489681998705
90,89283099c3bffff,-21.096787011955175
91,89283098037ffff,0.6109740929115084
92,8928309814bffff,-3.143374866825008
93,89283098357ffff,-2.2841143377886004
94,8928309835bffff,-1.9543467054248862
95,8928309839bffff,-3.6829832820989914
96,89283099d5bffff,-2.432692694883502
97,89283098e57ffff,1.7747884264679885
98,89283099ca7ffff,-4.891317761947697
99,8928309838fffff,-4.79297077293049
100,89283098e43ffff,1.8155799220643631
101,89283098e4fffff,6.632069642710814
102,89283099ddbffff,-1.246420590599934
103,8928309814fffff,-1.2950904799929122
104,892830983a3ffff,-0.911135058339581
105,89283098227ffff,-3.480871680413434
106,89283099cb7ffff,-1.3674024818506383
107,89283098197ffff,1.6264229696219208
108,89283098027ffff,-1.8144786973429063
109,89283098e1bffff,1.241966989584661
110,892830981bbffff,2.842170943040401e-14
111,89283098e9bffff,4.085620730620576e-14
112,89283098edbffff,-0.08181014987051771
113,89283098103ffff,4.440892098500626e-16
114,89283098183ffff,4.732466388077775
115,89283099d53ffff,-1.6183007222964167
116,89283098333ffff,0.01769132384495009
117,89283098343ffff,0.806516288397435
118,89283098363ffff,-3.6446126630183993
119,89283099c97ffff,-14.386908686016126
120,89283098163ffff,4.721718971745323
121,89283098223ffff,-1.6541215284369342
122,89283098187ffff,4.731016229869189
123,892830981cfffff,1.6031284278968236
124,892830983b7ffff,5.43831660728815
125,892830983c3ffff,-3.3473921815930883
126,89283099d57ffff,-2.3288716329376125
127,8928309818fffff,3.390219176511163
128,8928309830bffff,-1.2544465589519405
129,89283099897ffff,-1.274670027639747
130,89283099dcfffff,-1.5765964522761577
131,89283099ca3ffff,-2.3068382176974884
132,8928309834bffff,-0.15222986457694532
133,89283098353ffff,-0.5875685064278136
134,89283098373ffff,-1.0302535567148725
135,89283098e5bffff,-6.738560938974685
136,89283098ecbffff,1.0858215949112804
137,89283099c07ffff,10.819069308569276
138,89283099dcbffff,-2.6144420084666207
